LoanRange,BusinessName,State,Jobs,Date
"e $150,000-350,000","NORTH BY NORTHWEST LAWNS, LLC",TX,52,4/29/20
"e $150,000-350,000",NORTHWEST EMS CONSULTANTS PA,TX,52,4/11/20
"e $150,000-350,000",OLD RIVER BAPTIST CHURCH,TX,52,4/14/20
"e $150,000-350,000","OWC ARL, LLC",TX,52,4/8/20
"e $150,000-350,000","PEAK LOCATIONS, LLC",TX,52,4/8/20
"e $150,000-350,000",PIE TAP PARK AND PRESTON LLC,TX,52,4/7/20
"e $150,000-350,000",PLANET ORAL HEALTHCARE PLLC,TX,52,4/15/20
"e $150,000-350,000","PLUMERIA, LTD",TX,52,4/9/20
"e $150,000-350,000",PROGRESSIVE COMMERCIAL AQUATICS INC,TX,52,4/14/20
"e $150,000-350,000",PURE LODGING HOSPITALITY LLC,TX,52,4/14/20
"e $150,000-350,000","QUANTUM MERIT VENTURES, INC",TX,52,4/7/20
"e $150,000-350,000","QUARRY HOLDINGS JOINT VENTURE, LTD.",TX,52,4/13/20
"e $150,000-350,000","RANGER DRYWALL, INC.",TX,52,4/30/20
"e $150,000-350,000","RED RIVER COURIER SERVICE, LLC",TX,52,4/7/20
"e $150,000-350,000","RIO MAMBO BURLESON, LP",TX,52,4/15/20
"e $150,000-350,000","RO & THELMA'S, LLC",TX,52,4/10/20
"e $150,000-350,000","ROMANS HOUSE, LLC",TX,52,5/1/20
"e $150,000-350,000",SAMBROOKS MANAGEMENT COMPANY LLC,TX,52,4/7/20
"e $150,000-350,000","SCM ENTERPRISES, INC",TX,52,4/28/20
"e $150,000-350,000","SD & B, FW LLC",TX,52,4/14/20
"e $150,000-350,000","SIGNPOST MANAGEMENT, LLC",TX,52,4/4/20
"e $150,000-350,000",SK SCHOOL CORPORATION,TX,52,4/6/20
"e $150,000-350,000","SMC LOGISTICS , LLC",TX,52,5/7/20
"e $150,000-350,000","T FORCE PRIVATE SECURITY SERVICES, INC",TX,52,5/1/20
"e $150,000-350,000",TEXAS DE BRAZIL (SMITH HAVEN) CORPORATION,TX,52,5/1/20
"e $150,000-350,000",TEXOMA CHRISTIAN SCHOOL,TX,52,4/9/20
"e $150,000-350,000",TGI FRIDAYS OF HARFORD CO INC,TX,52,4/30/20
"e $150,000-350,000","THE TRINITY METHODIST CHURCH OF ARLINGTON, TEXAS INC",TX,52,4/14/20
"e $150,000-350,000",TOP RIGHT PIZZA LLC,TX,52,4/12/20
"e $150,000-350,000",TRENDS UNLIMITED LLC,TX,52,4/5/20
"e $150,000-350,000",TX HAIR TEAM MANAGMENT AND OPERATIONS,TX,52,4/27/20
"e $150,000-350,000","UA 1604, LLC",TX,52,4/27/20
"e $150,000-350,000",UNIVERSITY UNITED METHODIST CHURCH OF AUSTIN,TX,52,4/28/20
"e $150,000-350,000",VEG LABS LLC,TX,52,4/27/20
"e $150,000-350,000","WEBER ELECTRIC, INC.",TX,52,4/5/20
"e $150,000-350,000",WEST TEXAS STEAKS,TX,52,4/13/20
"e $150,000-350,000",WINGS LLC,TX,52,4/15/20
b $2-5 million,"PHUNWARE, INC.",TX,53,4/10/20
b $2-5 million,TRADEMARK PROPERTY COMPANY,TX,53,4/9/20
c $1-2 million,"ANADARKO INDUSTRIES , LLC",TX,53,4/14/20
c $1-2 million,"BRILEY TRUCKING, LTD.",TX,53,4/27/20
c $1-2 million,DORIS USA INC,TX,53,4/11/20
c $1-2 million,"GLOBAL WELDING SERVICES, INC.",TX,53,4/12/20
c $1-2 million,IAS SERVICES GROUP LLC,TX,53,4/12/20
c $1-2 million,ICSYNERGY INTERNATIONAL LP,TX,53,5/1/20
c $1-2 million,"KWA CONSTRUCTION, LP",TX,53,4/7/20
c $1-2 million,"MCMILLAN JAMES EQUIPMENT COMPANY, LLC",TX,53,4/15/20
c $1-2 million,NATALLIANCE SECURITIES LLC,TX,53,4/14/20
c $1-2 million,"PERMIAN EQUIPMENT RENTALS, LLC",TX,53,5/6/20
c $1-2 million,"RIVAL ENERGY SERVICES, LLC",TX,53,4/5/20
c $1-2 million,"SERPE JONES ANDREWS CALLENDER & BELL, PLLC",TX,53,4/10/20
c $1-2 million,STRAIT CAPITAL COMPANY LTD,TX,53,4/16/20
c $1-2 million,"TOXSTRATEGIES, INC.",TX,53,4/8/20
c $1-2 million,WESTMONT HOSPITALITY MANAGEMENT LLC,TX,53,4/10/20
c $1-2 million,"XO MARKETS HOLDINGS, INC.",TX,53,4/10/20
"d $350,000-1 million",2400 TNWESTEND AVENUE LLC,TX,53,4/27/20
"d $350,000-1 million","2401 MCKINNEY, LTD.",TX,53,4/9/20
"d $350,000-1 million","801 VENTURES, LLC",TX,53,4/28/20
"d $350,000-1 million","807 HOTEL OPERATING, LLC",TX,53,4/9/20
"d $350,000-1 million","ABUNDANT HOME HEALTH, LLC",TX,53,4/9/20
"d $350,000-1 million",ADVENT TAX SERVICE LLC,TX,53,6/24/20
"d $350,000-1 million",AJAX GLASS AND MIRROR CO. INC.,TX,53,4/5/20
"d $350,000-1 million",ALL POWER TRUCKING LLC,TX,53,4/16/20
"d $350,000-1 million","ALL STAR IMPORTS, INC.",TX,53,4/16/20
"d $350,000-1 million",ALTERNATIVE CLAIMS MANAGEMENT LLC,TX,53,4/28/20
"d $350,000-1 million",AMERICAN UTILITY SERVICE,TX,53,4/29/20
"d $350,000-1 million","AMI, LLC",TX,53,4/10/20
"d $350,000-1 million","ANGLER CONSTRUCTION, LLC",TX,53,4/10/20
"d $350,000-1 million","APEC, LLC",TX,53,4/30/20
"d $350,000-1 million","ARS SPECIALTY CONTRACTORS, LLC",TX,53,4/28/20
"d $350,000-1 million","AUGER DRILLING, INC",TX,53,4/15/20
"d $350,000-1 million","AUTOMOBILES OF CLEAR LAKE, LP",TX,53,4/9/20
"d $350,000-1 million",BEL AIR COMMUNITIES LLC,TX,53,4/6/20
"d $350,000-1 million",BERRY & CLAY INC.,TX,53,4/15/20
"d $350,000-1 million",BETHESDA CHRISTIAN SCHOOL,TX,53,4/4/20
"d $350,000-1 million",BISHOP CIDER COMPANY LLC,TX,53,4/6/20
"d $350,000-1 million","BROOKWOODS GROUP, INC.",TX,53,4/11/20
"d $350,000-1 million","BROWN EXCAVATION AND UTILITIES, LLC",TX,53,4/7/20
"d $350,000-1 million",BRUCE W. ROGERS AND ELIZABETH C. ROGERS,TX,53,4/10/20
"d $350,000-1 million","BRYAN IRON & METAL, LTD.",TX,53,4/8/20
"d $350,000-1 million",BUDA WOODWORKS LLC,TX,53,4/12/20
"d $350,000-1 million","CALIPER ENERGY SEVICES, LLC",TX,53,4/14/20
"d $350,000-1 million",CCLEL INVESTMENTS LP,TX,53,4/10/20
"d $350,000-1 million",CEDAR PARK NJ TE LLC,TX,53,4/13/20
"d $350,000-1 million","CGP MANUFACTURING, INC.",TX,53,4/27/20
"d $350,000-1 million",CHAPMAN AIR-CONDITIONING INC,TX,53,4/15/20
"d $350,000-1 million","CJ LIN, INC.",TX,53,4/11/20
"d $350,000-1 million","CLUB GIRAUD, INC.",TX,53,4/9/20
"d $350,000-1 million",COASTAL BEND FOOD BANK,TX,53,4/11/20
"d $350,000-1 million","COBAL FOOD SERVICES, LLC",TX,53,4/15/20
"d $350,000-1 million","COMMERCIAL MECHANICAL, INC.",TX,53,4/6/20
"d $350,000-1 million",COMMIT!2DALLAS,TX,53,4/28/20
"d $350,000-1 million",COMPLEX CONTRACTING INC.,TX,53,4/9/20
"d $350,000-1 million",CONNERS CONSTRUCTION INC,TX,53,4/6/20
"d $350,000-1 million",CONTROL & EQUIPMENT COMPANY,TX,53,4/9/20
"d $350,000-1 million","COOPER'S OLD TIME PIT BAR B QUE, INC.",TX,53,4/13/20
"d $350,000-1 million","CRAIG & HEIDT, INC",TX,53,4/10/20
"d $350,000-1 million","CV IMPORTS, LLC",TX,53,5/1/20
"d $350,000-1 million","CYBERTEX, INC.",TX,53,4/11/20
"d $350,000-1 million","DAATS COMPANIES, INC.",TX,53,4/28/20
"d $350,000-1 million","DAVIS ELITE ENERGY SERVICES, LLC",TX,53,4/4/20
"d $350,000-1 million","DCS MEDICAL, P.A.",TX,53,4/8/20
"d $350,000-1 million","DIAL LUBRICANTS, INC",TX,53,4/6/20
"d $350,000-1 million","DIOCESAN MIGRANT & REFUGEE SERVIES, INC.",TX,53,4/30/20
"d $350,000-1 million","DIVCON EMS AUSTIN, LLC",TX,53,4/5/20
"d $350,000-1 million",DSS FIRE INCORPORATED,TX,53,4/15/20
"d $350,000-1 million",E O W S MIDLAND CO,TX,53,5/1/20
"d $350,000-1 million","EKSTROM AQUACULTURE, LLC",TX,53,4/6/20
"d $350,000-1 million",ELIK DIALYSIS HOME THERAPY MEMORIAL INC,TX,53,4/10/20
"d $350,000-1 million","EMMONS THERAPIES, LLC",TX,53,4/14/20
"d $350,000-1 million","EMPLOYEE RISK MANAGEMENT CO., INC.",TX,53,4/13/20
"d $350,000-1 million",ENERGY RENTALS INC,TX,53,4/7/20
"d $350,000-1 million","ESPLANADE GARDENS SENIOR, INC.",TX,53,4/15/20
"d $350,000-1 million","FAMILY SERVICE ASSOCIATION OF SAN ANTONIO, INC.",TX,53,4/10/20
"d $350,000-1 million","FIRST BAPTIST CHURCH OF LUBBOCK, TX",TX,53,4/13/20
"d $350,000-1 million","FITTS, ROBERTS, KOLKHORST & CO., P.C.",TX,53,4/6/20
"d $350,000-1 million",FLEXTEK RESOURCES LLC,TX,53,4/28/20
"d $350,000-1 million",FMC MEDICAL FOUNDATION INC,TX,53,4/5/20
"d $350,000-1 million","FROST CRUSHED STONE CO, INC.",TX,53,4/8/20
"d $350,000-1 million","G.W. MITCHELL & SONS, INC",TX,53,4/5/20
"d $350,000-1 million",GATE GUARD SEVICES LP,TX,53,4/14/20
"d $350,000-1 million","GIDEON CONTRACTING, LLC",TX,53,4/6/20
"d $350,000-1 million",GLASCO & CO. LANDSCAPING INC.,TX,53,4/9/20
"d $350,000-1 million","GRAHAM MEDICAL ASSISTANCE, LTD",TX,53,4/15/20
"d $350,000-1 million","GRUENE ENVIRONMENTAL COMPANIES, LLC",TX,53,4/8/20
"d $350,000-1 million","GRUPO LOGISTICS, INC.",TX,53,4/8/20
"d $350,000-1 million",GTEK COMPUTERS LLC,TX,53,4/11/20
"d $350,000-1 million","GULF COAST WESTERN, LLC",TX,53,4/11/20
"d $350,000-1 million","H.G. FIRE SYSTEMS, L.P.",TX,53,4/9/20
"d $350,000-1 million","HANSFAX, CORPORATION",TX,53,4/11/20
"d $350,000-1 million",HOLMES ROAD RECYCLING COMPANY INC,TX,53,4/15/20
"d $350,000-1 million","HOWLAND ENGINEERING AND SURVEYING CO, INC.",TX,53,4/16/20
"d $350,000-1 million","IBB DESIGN FINE FURNISHINGS, INC.",TX,53,4/15/20
"d $350,000-1 million","IKON TECH SERVICES, LLC",TX,53,5/1/20
"d $350,000-1 million","INCON TROL CONSTRUCTION, LLC",TX,53,4/8/20
"d $350,000-1 million","INNOVATIVE COMMUNICATION SYSTEMS,INC",TX,53,4/7/20
"d $350,000-1 million",INSURANCE LICENSING SERVICES OF AMERICA INC,TX,53,4/15/20
"d $350,000-1 million",INTRA-SERVICES INC.,TX,53,4/4/20
"d $350,000-1 million",IRAAN GENERAL HOSPITAL DISTRICT,TX,53,4/28/20
"d $350,000-1 million",JERICHO FOUNDATION REPAIR INC,TX,53,5/1/20
"d $350,000-1 million",JM ELECTRONIC ENGINEERING INC,TX,53,4/12/20
"d $350,000-1 million","JT WILLIAMS MASONRY, LLC",TX,53,4/10/20
"d $350,000-1 million","JUST RIGHT LAWNS, INC",TX,53,4/14/20
"d $350,000-1 million","KENWORTHY SCHOOL, LLC",TX,53,4/13/20
"d $350,000-1 million",LA CORSHA RESTAURANT PARTNERS LTD,TX,53,4/15/20
"d $350,000-1 million",LAWN CONNECTIONS L.L.C.,TX,53,4/12/20
"d $350,000-1 million",LONGHORN LOCKER CO LLC,TX,53,4/6/20
"d $350,000-1 million",LYDIA PATTERSON INSTITUTE OF THE UNITED METHODIST CHURCH,TX,53,4/11/20
"d $350,000-1 million","LYNNBOB, INC",TX,53,4/13/20
"d $350,000-1 million","MAGIC INDUSTRIES, INC.",TX,53,4/7/20
"d $350,000-1 million","MEALS ON WHEELS INC, TARRANT COUNTY",TX,53,4/6/20
"d $350,000-1 million",MEDICAL EXTRUSION TECHNOLOGIES-TEXAS,TX,53,4/28/20
"d $350,000-1 million",MELDEN & HUNT INC,TX,53,4/9/20
"d $350,000-1 million",MHH OPERATING COMPANY LLC,TX,53,4/8/20
"d $350,000-1 million",MILLER GROSSBARD ADVISORS LLP,TX,53,4/9/20
"d $350,000-1 million","MJK WIRELESS, LLC",TX,53,5/6/20
"d $350,000-1 million",MORRIS EXPORT CRATING COMPANY,TX,53,4/11/20
"d $350,000-1 million",MSCS LTD,TX,53,4/11/20
"d $350,000-1 million","MUELLER MANUFACTURING, INC.",TX,53,4/3/20
"d $350,000-1 million","NEUROSURGICAL ASSOCIATES OF SAN ANTONIO, PA",TX,53,4/15/20
"d $350,000-1 million","ORTHOPAEDIC ASSOCIATES, L.L.P.",TX,53,4/9/20
"d $350,000-1 million",PAYNECON INC,TX,53,4/9/20
"d $350,000-1 million",PEDIATRICIANS OF DALLAS P. A.,TX,53,4/9/20
"d $350,000-1 million","PELTIER TYLER, INC.",TX,53,4/8/20
"d $350,000-1 million",PERITUS INCORPORATED,TX,53,4/28/20
"d $350,000-1 million",PETWELL VETERINARY WASHINGTON PLLC,TX,53,4/6/20
"d $350,000-1 million","PINNACLE TRANSPORT, INC.",TX,53,4/14/20
"d $350,000-1 million",POTERE CONSTRUCTION LLC,TX,53,4/13/20
"d $350,000-1 million","PROJECT SERVICES GROUP, INC.",TX,53,4/7/20
"d $350,000-1 million","PUMP DOWN SPECIALIST, LLC",TX,53,4/4/20
"d $350,000-1 million","QUALITY AIR PRODUCTS, INC",TX,53,4/15/20
"d $350,000-1 million","QUALITY EXCAVATION, LLC",TX,53,4/27/20
"d $350,000-1 million","RAE SECURITY, INC",TX,53,4/6/20
"d $350,000-1 million",REDMAN COMMUNICATIONS INC.,TX,53,4/29/20
"d $350,000-1 million",REGIONAL EAST TEXAS FOOD BANK,TX,53,4/28/20
"d $350,000-1 million",RESOUND NETWORKS LLC,TX,53,4/5/20
"d $350,000-1 million","RICE BELT WAREHOUSE, INC.",TX,53,4/8/20
"d $350,000-1 million",RJT COMMERCIAL INC.,TX,53,4/5/20
"d $350,000-1 million","RUDOLPH ENTERPRISES, LLC",TX,53,4/8/20
"d $350,000-1 million","RUN BULL RUN, LLC",TX,53,4/8/20
"d $350,000-1 million",SAGE SURFACES LLC,TX,53,4/29/20
"d $350,000-1 million",SAMES BASTROP FORD INC,TX,53,4/8/20
"d $350,000-1 million","SCHMIDT & SONS, INC.",TX,53,4/14/20
"d $350,000-1 million",SEABED SERVICES LLC,TX,53,4/10/20
"d $350,000-1 million",SELECT SANDS AMERICA CORP.,TX,53,4/10/20
"d $350,000-1 million",SILVER SPRING HOTEL ASSOCIATES LLC,TX,53,4/4/20
"d $350,000-1 million","SIMPATICO SYSTEMS, LLC",TX,53,4/5/20
"d $350,000-1 million","SIMR, LLC",TX,53,4/14/20
"d $350,000-1 million",SJS PARTNERSHIP,TX,53,4/14/20
"d $350,000-1 million",SMART CITY LOCATING INC,TX,53,4/5/20
"d $350,000-1 million","SMITH ENERGY SERVICES, INC.",TX,53,4/10/20
"d $350,000-1 million","SOUTH COAST INDUSTRIES, LLC",TX,53,4/11/20
"d $350,000-1 million",SOUTHERN TILE & TERRAZZO CO,TX,53,4/11/20
"d $350,000-1 million",SOUTHWEST LTC LONGVIEW LLC,TX,53,4/14/20
"d $350,000-1 million","SPECIALTY INSURANCE MANAGERS, INC",TX,53,4/15/20
"d $350,000-1 million",SPRING EDUCATIONAL FOUNDATION,TX,53,4/11/20
"d $350,000-1 million","ST. CATHERINE'S MONTESSORI, INC.",TX,53,4/27/20
"d $350,000-1 million","STANDARD PAINTS, INC",TX,53,4/7/20
"d $350,000-1 million",STEVENSON BEER DISTRIBUTING CO. LTD,TX,53,5/14/20
"d $350,000-1 million","T1, LLC",TX,53,4/30/20
"d $350,000-1 million","TANDEM SERVICES, LLC",TX,53,4/16/20
"d $350,000-1 million",TAYLOR AND TAYLOR CONSTRUCTION INC,TX,53,4/7/20
"d $350,000-1 million",TAYLOR PIPELINE CONSTRUCTION INC.,TX,53,4/28/20
"d $350,000-1 million","TEAM URESTI, LLC",TX,53,4/29/20
"d $350,000-1 million","TECHNOS, INC.",TX,53,4/13/20
"d $350,000-1 million",TENDER TOUCH HOSPICE LLC,TX,53,4/27/20
"d $350,000-1 million","TERRY'S LANDSCAPE, LLC",TX,53,4/10/20
"d $350,000-1 million",TEXAS CITY FORD PARTNERS LLC DBA COOK FORD,TX,53,4/16/20
"d $350,000-1 million","TEXAS COMMERCIAL GLASS CONCEPTS, LP",TX,53,4/7/20
"d $350,000-1 million","TEXAS LAND CARE, INC.",TX,53,4/13/20
"d $350,000-1 million","TEXAS PNEUMATIC TOOLS, INC",TX,53,4/5/20
"d $350,000-1 million","TEXAS PRIVATE SCHOOL FOUNDATION, INC.",TX,53,4/16/20
"d $350,000-1 million","TEXAS SAFFIRE, LLC",TX,53,4/13/20
"d $350,000-1 million","TEXAS WIRED MUSIC, INC.",TX,53,4/14/20
"d $350,000-1 million","THE DELPHI GROUPE, INC.",TX,53,4/10/20
"d $350,000-1 million",THE OAK HILL ACADEMY,TX,53,4/15/20
"d $350,000-1 million",THE SARAH ROBERTS FRENCH HOME,TX,53,6/18/20
"d $350,000-1 million",TIDEWATER MANAGEMENT COMPANY LLC,TX,53,4/15/20
"d $350,000-1 million",TOP O' TEXAS OILFIELD SERVICES LTD,TX,53,4/10/20
"d $350,000-1 million","TOWN EAST HEATING & AIR CONDITIONING CO., LLC",TX,53,4/9/20
"d $350,000-1 million",TURNSTONE E H & S INC.,TX,53,4/27/20
"d $350,000-1 million",UPSHAW INSURANCE AGENCY,TX,53,4/5/20
"d $350,000-1 million","VESCORP CONSTRUCTION, LLC",TX,53,5/1/20
"d $350,000-1 million",WALKER DRYWALL LLC,TX,53,4/7/20
"d $350,000-1 million",WHITNEY COMPANY,TX,53,4/11/20
"d $350,000-1 million",WOODS CYCLE COUNTRY LP,TX,53,4/11/20
"d $350,000-1 million","WOODSON'S GP, LLC",TX,53,4/11/20
"d $350,000-1 million",Y.O. RANCH RESTAURANT NO.1 LTD,TX,53,4/10/20
"d $350,000-1 million",YAKLIN FORD INCORPORATED,TX,53,4/6/20
"e $150,000-350,000",1146 TYLER INC,TX,53,4/6/20
"e $150,000-350,000",209 STANTON LLC,TX,53,4/9/20
"e $150,000-350,000",ASCENSION EPISCOPAL SCHOOL,TX,53,4/5/20
"e $150,000-350,000",ATX 7 OUT ENTERTAINMENT LLC,TX,53,4/27/20
"e $150,000-350,000","AZT WOOD, LLC",TX,53,4/27/20
"e $150,000-350,000",BEACON HILL INVESTMENTS CORP. DBA SYNERGY HOMECARE HOUSTON,TX,53,5/1/20
"e $150,000-350,000",BEAR CREEK SURGERY CENTER LLC,TX,53,4/7/20
"e $150,000-350,000",BENMELOS LLC,TX,53,4/12/20
"e $150,000-350,000",BIG CATCH CORPORATION DBA CONNIE SEAFOOD KITCHEN,TX,53,4/28/20
"e $150,000-350,000",BNC FOOD GROUP,TX,53,5/1/20
"e $150,000-350,000",BRIAN KOERSELMAN,TX,53,4/10/20
"e $150,000-350,000",BURLESON REHAB & CARE LLC,TX,53,4/14/20
"e $150,000-350,000",CANE ROSSO MAGNOLIA LLC,TX,53,4/16/20
"e $150,000-350,000",CAPSTONE PERSONNEL SERVICES INC,TX,53,5/1/20
"e $150,000-350,000",CARMEN B DURON DBA,TX,53,5/2/20
"e $150,000-350,000","CC HURRICANE ALLEY, LTD.",TX,53,4/8/20
"e $150,000-350,000",CHACHIS MEXICAN BAR AND GRILL LLC,TX,53,4/30/20
"e $150,000-350,000",CIBO INC,TX,53,5/4/20
"e $150,000-350,000","CORK AND PIG TAVERN-WATER STREET, LLC",TX,53,4/13/20
"e $150,000-350,000","COUNTRY HOME LEARNING CENTER #10, LTD.",TX,53,4/13/20
"e $150,000-350,000","COUNTRY HOME LEARNING CENTER #5, LTD.",TX,53,4/14/20
"e $150,000-350,000",DAL-DRY LLC,TX,53,4/10/20
"e $150,000-350,000",DALLAS INTERNATIONAL UNIVERSITY,TX,53,4/28/20
"e $150,000-350,000","DART COURIERS, INC",TX,53,4/10/20
"e $150,000-350,000","DAS AUSLANDER, INC.",TX,53,4/30/20
"e $150,000-350,000",DIAMOND DOOR PRODUCTS LTD,TX,53,4/15/20
"e $150,000-350,000",DOMAIN SPORTSBAR INC,TX,53,4/16/20
"e $150,000-350,000",DOMUS MANAGEMENT LLC,TX,53,4/9/20
"e $150,000-350,000",DON W MUNCHRATH & ASSOCIATES INC,TX,53,4/8/20
"e $150,000-350,000","DONA FILE MAGNOLIA, INC.",TX,53,4/27/20
"e $150,000-350,000",EL PASO TRUSS INC,TX,53,4/5/20
"e $150,000-350,000",EPISCOPAL DAY SCHOOL,TX,53,4/15/20
"e $150,000-350,000","ESTRADA READY MIX CONCRETE, LLC",TX,53,5/3/20
"e $150,000-350,000",FADI 1951 INC,TX,53,5/1/20
"e $150,000-350,000",FAITH UNITED METHODIST CHURCH OF SPRING TX,TX,53,4/15/20
"e $150,000-350,000",FALCON LAKE HEALTH CARE LTD,TX,53,4/28/20
"e $150,000-350,000","FDGH SHREVEPORT, LLC",TX,53,5/1/20
"e $150,000-350,000",FIREFIGHTERS LANDSCAPE & DESIGN LLC,TX,53,4/5/20
"e $150,000-350,000",FIRST BAPTIST PRESCHOOL OF PORTLAND,TX,53,4/8/20
"e $150,000-350,000",FIRST UNITED METHODIST CHURCH OF CANYON,TX,53,4/8/20
"e $150,000-350,000",FOUR STAR BUSINESS #1 LLC,TX,53,4/28/20
"e $150,000-350,000","GRUENE SENIOR LIVING, LP",TX,53,4/13/20
"e $150,000-350,000","HASKELL MODERN WAY, INC.",TX,53,5/18/20
"e $150,000-350,000",HIGH FIVE DEVELOPMENT GROUP LLC,TX,53,4/4/20
"e $150,000-350,000","HOTEL SANCHO PANZA, LLC",TX,53,4/15/20
"e $150,000-350,000","INSTICO EXPRESS, LLC",TX,53,5/1/20
"e $150,000-350,000",J.K. WILSON INC,TX,53,4/7/20
"e $150,000-350,000",KASTRAKI INC,TX,53,4/14/20
"e $150,000-350,000","LA HACIENDA ON THE CREEK, L.L.C.",TX,53,5/1/20
"e $150,000-350,000",LONGHORN RESTAURANT CORPORATION,TX,53,6/25/20
"e $150,000-350,000","LOS CUCOS MEXICAN CAFE V, INC.",TX,53,5/3/20
"e $150,000-350,000","LVR COMMERCIAL FLOORING, INC.",TX,53,4/7/20
"e $150,000-350,000",MAGAMA LLC,TX,53,4/11/20
"e $150,000-350,000",MAGNUS HOLDINGS LLC,TX,53,4/13/20
"e $150,000-350,000","MAUDIE'S TRIANGEL, LLC",TX,53,4/16/20
"e $150,000-350,000",MESQUITE KITCHENS LLC,TX,53,4/30/20
"e $150,000-350,000",MIDCUTH LP,TX,53,4/28/20
"e $150,000-350,000","MILITARY RESTAURANT HOLDINGS, LLC.",TX,53,4/13/20
"e $150,000-350,000",MORON VELA INC,TX,53,4/15/20
"e $150,000-350,000",NEAL'S LODGES,TX,53,4/28/20
"e $150,000-350,000",NORTH TEXAS INVESTORS GROUP INC,TX,53,4/6/20
"e $150,000-350,000","OAK FIRE COFFEE, LLC",TX,53,5/1/20
"e $150,000-350,000",OPPENHEIMER-MARKS SERVICES LLC,TX,53,4/27/20
"e $150,000-350,000",PEARLAND FOOD INC.,TX,53,4/15/20
"e $150,000-350,000",PIE TAP HENDERSON LLC,TX,53,4/6/20
"e $150,000-350,000",PRESTON HOLLOW UNITED METHODIST CHURCH,TX,53,5/1/20
"e $150,000-350,000","RDW RUDY'S FRISCO, LP",TX,53,4/9/20
"e $150,000-350,000",REGENT HOSPITALITY LTD,TX,53,4/6/20
"e $150,000-350,000","ROGERS & SONS, LTD",TX,53,4/5/20
"e $150,000-350,000","SAF-TECH, INC.",TX,53,4/12/20
"e $150,000-350,000",SP VAZQUEZ ENTERPRISES INC,TX,53,5/3/20
"e $150,000-350,000","STRATEGIC LANDSCAPE SOLUTIONS, LLC",TX,53,4/9/20
"e $150,000-350,000",SWAY DOMAIN LLC,TX,53,4/5/20
"e $150,000-350,000","T &AMP; D RESTAURANTS, LLC DBA CULICHI TOWN",TX,53,5/1/20
"e $150,000-350,000",TACO MANAGEMENT CULEBRA LTD,TX,53,6/30/20
"e $150,000-350,000",TEXAS DE BRAZIL SAN ANTONIO CORP,TX,53,4/29/20
"e $150,000-350,000",TEXAS FOOD SOLUTIONS LLC,TX,53,4/15/20
"e $150,000-350,000",TEXAS SKI RANCH LP,TX,53,4/9/20
"e $150,000-350,000","THE ANNEX CRAFTHOUSE, L.P.",TX,53,4/30/20
"e $150,000-350,000","THE CALVARY BAPTIST CHURCH OF LUBBOCK, TEXAS",TX,53,4/29/20
"e $150,000-350,000",TKD INSURANCE ALLIANCE AND STRATEGIC FINANCIAL PARTNERS LLC,TX,53,4/5/20
"e $150,000-350,000",TOSTADA REGIA PARK PLACE LLC,TX,53,4/10/20
"e $150,000-350,000","VAN SENIOR CARE, LLC",TX,53,4/6/20
"e $150,000-350,000",VICTORIA CAR WASH SERVICES LLC,TX,53,4/4/20
"e $150,000-350,000",VILLAGE RESTAURANTS LLC,TX,53,4/7/20
"e $150,000-350,000","WAB-ET, LLC",TX,53,4/7/20
"e $150,000-350,000",WHG SUB-SU LP,TX,53,4/15/20
"e $150,000-350,000","WIMBERLEY CONCEPTS, LLC",TX,53,4/6/20
"e $150,000-350,000",WIN ON THE RIVER LLC,TX,53,4/28/20
"e $150,000-350,000",YUMMY GROUP INC,TX,53,4/15/20
b $2-5 million,LANDMARK FABRICATION LP,TX,54,4/14/20
c $1-2 million,AKILI SYSTEMS GROUP INC,TX,54,5/1/20
c $1-2 million,"BISN OIL TOOLS, LLC",TX,54,4/30/20
c $1-2 million,"BLADE ENERGY PARTNERS, LTD",TX,54,4/11/20
c $1-2 million,"BLUM CONSULTING ENGINEERS, INC",TX,54,4/9/20
c $1-2 million,"BUILDERS POST-TENSION, INC.",TX,54,4/11/20
c $1-2 million,"CONDOR PIPELINE SERVICES, LLC",TX,54,4/9/20
c $1-2 million,"D&G DIRECTIONAL DRILLING, INC.",TX,54,4/14/20
c $1-2 million,ELY AND ASSOCIATES LLC,TX,54,5/4/20
c $1-2 million,"ESSENTIUM, INC.",TX,54,4/15/20
c $1-2 million,"GRIFFIN PARTNERS, INC.",TX,54,4/27/20
c $1-2 million,INDUSTRIAL MATERIAL CORPORATIO,TX,54,4/9/20
c $1-2 million,"LONE STAR PARKING HOLDINGS, LLC",TX,54,5/1/20
c $1-2 million,"MESQUITE OIL TOOLS, INC.",TX,54,5/8/20
c $1-2 million,"NATIONAL SIGNS, LLC",TX,54,4/13/20
c $1-2 million,"POWER ENERGY LOGISTICS, LLC",TX,54,4/9/20
c $1-2 million,"PRO MACHINE, LP",TX,54,4/14/20
c $1-2 million,"SONGWON INTERNATIONAL-AMERICAS, INC.",TX,54,5/1/20
c $1-2 million,"STREAMLINE RECON, LLC",TX,54,4/8/20
c $1-2 million,VERMILLION INC,TX,54,4/28/20
"d $350,000-1 million","3858 OAKLAWN, LLC",TX,54,5/15/20
"d $350,000-1 million","AL MEYER FORD, INC.",TX,54,4/7/20
"d $350,000-1 million","ALDERINK ENTERPRISES, INC.",TX,54,4/11/20
"d $350,000-1 million","ALLISON ENTERPRISES, INC",TX,54,4/6/20
